group_id,action,product_id,current_name,canonical_name,brand,category_id
276,KEEP,9cb8837e-088b-4490-ae52-d675a9f913ea,Pasta Dental Encías 100 ml Vitis,Pasta Dental Encías 100 ml Vitis,Vitis,
276,MERGE,2c2cf255-1892-43e0-aaa6-c5511f7ca310,Pasta Dental Anticaries 100 ml Vitis,Pasta Dental Encías 100 ml Vitis,Vitis,
276,MERGE,08b4371e-241b-4c8a-bacf-916ef0287341,Pasta Dental Orthodontic 100 ml Vitis,Pasta Dental Encías 100 ml Vitis,Vitis,
277,KEEP,112831a9-7d90-4fed-a56e-ec673617229a,Vasos Desechables X 100 Unidades,Vasos Desechables X 100 Unidades,Genérico,3732ef88-d00c-4d9a-bfe0-55d6dc74c8f6
277,MERGE,2b5c04e7-1ad6-40f8-992f-3a40a564d456,Vasos Plásticos Desechables (100 Unidades),Vasos Desechables X 100 Unidades,Genérico,
278,KEEP,2e8b68a5-1f6b-4925-935f-f73f047bebd0,Postes de Fibra de Vidrio Maquira,Postes de Fibra de Vidrio Maquira,,
278,MERGE,aa5c768d-4d57-4183-a15a-f2ec3066190f,Postes de fibra de vidrio Maquira,Postes de Fibra de Vidrio Maquira,,
279,KEEP,67763f63-9e49-486a-a57b-9974d3a0353a,Bata Quirúrgica Estéril Cranberry,Bata Quirúrgica Estéril Cranberry,Cranberry,0ce764ed-7e71-4699-bba5-3a593c93a7c8
279,MERGE,a86fc33d-1dce-4ecb-ad12-ae168b698e73,Bata quirúrgica estéril Cranberry,Bata Quirúrgica Estéril Cranberry,Cranberry,
280,KEEP,47d25ec5-b389-4e5b-96ce-667e4f686418,Compresor GREELOY 40 Litros GA-81,Compresor GREELOY 40 Litros GA-81,,0ce764ed-7e71-4699-bba5-3a593c93a7c8
280,MERGE,6d62ddb8-008c-4f7d-b0a9-b7631d969cf8,Compresor Greeloy 40 Litros Ga-81,Compresor GREELOY 40 Litros GA-81,,
281,KEEP,6fd2cfa1-1781-4128-9447-88acb56037c6,Tempbond NE Cemento Temporal Kerr,Tempbond NE Cemento Temporal Kerr,,
281,MERGE,48bac544-1bdc-4462-847c-aaf76eaa5e18,Cemento Temporal Tempbond NE Kerr,Tempbond NE Cemento Temporal Kerr,Kerr,
282,KEEP,0bb53f88-7bac-42b7-84ac-c472293a73ec,Aceite Lubricante 550 ML Bendechk,Aceite Lubricante 550 ML Bendechk,,
282,MERGE,f32a22bd-4b52-4366-8398-814c83365a7a,Aceite Lubricante de Turbina (550 ml) – Bendechk,Aceite Lubricante 550 ML Bendechk,,
283,KEEP,5bce82fe-7f97-4802-b74f-37059e6f39a8,ADHESIVO SINGLE BOND UNIVERSAL 3M,ADHESIVO SINGLE BOND UNIVERSAL 3M,3M Solventum,
283,MERGE,c9a5343d-89fd-41b5-9229-3a946404637a,3M Adhesivo Single Bond Universal 5ml,ADHESIVO SINGLE BOND UNIVERSAL 3M,Solventum,
283,MERGE,f6ac8d42-f613-4740-ab8c-2a98cbe6f651,Adhesivo Single Bond Universal 3ml – 3M ESPE,ADHESIVO SINGLE BOND UNIVERSAL 3M,,
283,MERGE,1492061f-d0bc-4e4b-ab4e-0737881b14b0,Adhesivo Single Bond Universal 5ml,ADHESIVO SINGLE BOND UNIVERSAL 3M,,
283,MERGE,b5ad9da6-05eb-4236-9c6c-69c5e4f8f722,Single Bond Universal Adhesivo 3M Solventum,ADHESIVO SINGLE BOND UNIVERSAL 3M,3M Solventum,
283,MERGE,5e8c6a63-147d-4e2b-bf84-57cd1ebd31fd,3M Adhesivo Single Bond Universal 3ml,ADHESIVO SINGLE BOND UNIVERSAL 3M,3M,
284,KEEP,1bcfdc1c-aac1-4143-9cb8-91f0bdba7fbc,Guantes De Nitrilo Talla S Tresor,Guantes De Nitrilo Talla S Tresor,,
284,MERGE,2bfab280-9542-4a26-a65a-3e376e90744f,Guantes De Nitrilo Negro Talla S Tresor,Guantes De Nitrilo Talla S Tresor,,
284,MERGE,2d011952-d6ff-4438-b0d7-16a8c2a1bd60,Guantes Nitrilo Cobalto Tresor Talla S,Guantes De Nitrilo Talla S Tresor,,
285,KEEP,b6207ba9-3c79-48c4-aeec-c1aebc4dfc73,Jeringa Enfit 20 ml Medtec Unidad,Jeringa Enfit 20 ml Medtec Unidad,,
285,MERGE,b624c3cc-9d6e-4614-b9dc-06e36301d461,Jeringa Enfit 20 ml Medtec Pack 100 Unidades,Jeringa Enfit 20 ml Medtec Unidad,,
285,MERGE,71bdf88a-76c2-42b9-8165-6eac878e9dde,Jeringa Enfit 20 ml Medtec Pack 20 Unidades,Jeringa Enfit 20 ml Medtec Unidad,,
285,MERGE,ba5bc0e8-3264-48cf-ac49-73b6a221abeb,Jeringa Enfit 20 ml Medtec Pack 50 Unidades,Jeringa Enfit 20 ml Medtec Unidad,,
285,MERGE,1458a82a-694f-47df-b4bd-5b33de76b919,Jeringa Enfit 20 ml Medtec Pack 10 Unidades,Jeringa Enfit 20 ml Medtec Unidad,,
286,MERGE,f6c66334-503c-4290-bef9-db5cfbc35d62,Ketac Cem Easymix 15g &#8211; 6ml,3M™ Ketac® Cem Easymix 15 grs/6ml,,
286,MERGE,0a76c108-d26a-4052-a145-bf844c61dd7b,Kit Ketac Cem Easymix 15 Grs / 6 ml 3M™ Espe,3M™ Ketac® Cem Easymix 15 grs/6ml,,c5e30524-8d13-43f7-a8e8-1b53821d6e80
286,KEEP,170a79a3-8ab8-40f2-9e53-032a0e779ff2,3M™ Ketac® Cem Easymix 15 grs/6ml,3M™ Ketac® Cem Easymix 15 grs/6ml,,
287,KEEP,d35a4414-ad61-4ca2-9fab-db600f3a7169,Adhesivo Universal Ultradent Peak,Adhesivo Universal Ultradent Peak,Ultradent,
287,MERGE,b5e57041-d802-4783-a642-11b21976f00d,Adhesivo Universal Peak Ultradent,Adhesivo Universal Ultradent Peak,Ultradent,
288,KEEP,c879f64d-8cd0-40d1-8986-4f587b9cabcf,Gel de Clorhexidina al 2% EndoArt,Gel de Clorhexidina al 2% EndoArt,Genérico,
288,MERGE,59307b53-810d-475e-8aa7-b74896ae38d8,Gel de Clorhexidina al 2% Chlorex EndoArt Incidental,Gel de Clorhexidina al 2% EndoArt,INCIDENTAL,
289,KEEP,361d73a3-e207-4947-890b-911287c97efe,Pasta Diamantada 1 um (1 Jeringa),Pasta Diamantada 1 um (1 Jeringa),,
289,MERGE,19a8917e-9116-47e8-b68d-8257f84069ce,Pasta Diamantada 0.5 um (1 jeringa),Pasta Diamantada 1 um (1 Jeringa),Ultradent,
290,KEEP,ccee7247-2cf7-404e-b74a-6a5a05747b02,Puntas SurgiTip 20 Unid Ultradent,Puntas SurgiTip 20 Unid Ultradent,Ultradent,0ce764ed-7e71-4699-bba5-3a593c93a7c8
290,MERGE,e36f7021-f2d8-4a8c-a6e5-a6057ca3f11f,Surgitip Ultradent 20 unidades Ultradent,Puntas SurgiTip 20 Unid Ultradent,Ultradent,3732ef88-d00c-4d9a-bfe0-55d6dc74c8f6
291,KEEP,b0be9f2b-647a-4a26-9597-ba5b6602dc33,Guantes de Nitrilo Rosado Machtig,Guantes de Nitrilo Rosado Machtig,MACHTIG,3732ef88-d00c-4d9a-bfe0-55d6dc74c8f6
291,MERGE,fb641f5e-03b2-429c-9fa2-13f3a20e84f5,Guantes de Nitrilo Rosado R2 Machtig,Guantes de Nitrilo Rosado Machtig,MACHTIG,
292,KEEP,9d5c490a-05d5-4759-903d-af4e656bc691,Fresario Metalico Mixto 30 Fresas,Fresario Metalico Mixto 30 Fresas,Eksa Dental,
292,MERGE,2bef425c-9746-4a89-90c2-e527cb74d988,Fresario Metalico mixto 30 Fresas SkyDent,Fresario Metalico Mixto 30 Fresas,SkyDent,
293,KEEP,dc1540e2-ef2d-4473-8367-039b68bcf7bc,Hemospon Gelita caja x 10 Maquira,Hemospon Gelita caja x 10 Maquira,Maquira,
293,MERGE,38618296-8e34-466a-85ad-b42bb920ccbc,Gelita Hemospon 10 Unidades – Maquira,Hemospon Gelita caja x 10 Maquira,Maquira,
294,KEEP,87fd1930-0954-48ed-8acc-2ace7221bc0c,Cureta After Five 11/12 Hu-Friedy,Cureta After Five 11/12 Hu-Friedy,,
294,MERGE,e84b9056-6925-4d27-bce7-5e61cdfdf8fb,Cureta Hu Friedy After Five 11/12 Mgo.6R,Cureta After Five 11/12 Hu-Friedy,,
295,MERGE,156c9ec5-ae6f-4e86-bf4c-76df6bc04c1b,WHITENESS HP MAXX 35% 9 PACIENTES,Blanqueamiento Whiteness HP Maxx 35% Kit 9 pacientes – FGM,,
295,KEEP,9a298005-4fe4-4359-bc70-286f54666585,Blanqueamiento Whiteness HP Maxx 35% Kit 9 pacientes – FGM,Blanqueamiento Whiteness HP Maxx 35% Kit 9 pacientes – FGM,,
296,MERGE,04152267-a60f-456f-ab93-51b7376f641d,Espátula Plástica Alginato Rosada,Espátula Plástica Alginato Rosada – Maquira,Genérico,
296,KEEP,90e78df4-0fea-40f2-9cbb-21182220fb62,Espátula Plástica Alginato Rosada – Maquira,Espátula Plástica Alginato Rosada – Maquira,Genérico,
297,KEEP,c626e87b-5365-476d-879a-a6aae1ad68f6,Espátula de Cemento Doble Extremo,Espátula de Cemento Doble Extremo,Genérico,1c12aa72-c677-4afa-b331-5b89bcffb6c9
297,MERGE,8ea0905c-4d13-4076-89d5-8f9ef678571f,Espátula de cemento doble extremo Medinox,Espátula de Cemento Doble Extremo,Medinox,
297,MERGE,fec119bd-84ac-4bc9-a05c-562d5145e3e3,Espatula Para Cemento Doble Extremo,Espátula de Cemento Doble Extremo,,
298,MERGE,5b269de8-4da1-4151-88ff-63dfce50f54d,Adhesivo One Coat 7 Universal 5ML,One Coat 7 Universal Adhesivo Coltene,Coltene,
298,KEEP,6851e3e9-ed95-4252-b0eb-daae14523938,One Coat 7 Universal Adhesivo Coltene,One Coat 7 Universal Adhesivo Coltene,Coltene,
298,MERGE,f6acb7c4-eb89-41b4-a800-44da9476f4ef,One Coat 7 Adhesivo Universal Reposición Bote 5ml,One Coat 7 Universal Adhesivo Coltene,,
299,KEEP,bf9ebb97-37f5-45d6-bba2-2ba69c8fb675,"Adson tweezer traumática, 12cm TC","Adson tweezer traumática, 12cm TC",Gipfel,b3f90ad8-f933-4a78-960a-29445dcd5de0
299,MERGE,1f209613-84cc-4553-a6ef-c369f6cf396a,"Adson tweezer NO traumática, 12cm TC","Adson tweezer traumática, 12cm TC",Gipfel,b3f90ad8-f933-4a78-960a-29445dcd5de0
300,KEEP,c70d3d07-c079-4a4b-805b-7659cc6cc761,Hilo Retractor Ultrapak Ultradent,Hilo Retractor Ultrapak Ultradent,Ultradent,fe3759d1-e08d-43ec-b9e7-f4ecb45827a4
300,MERGE,c1e55ff3-afdf-4ae2-b02f-b5d87a0a2cef,Hilo Retractor Ultrapak – Ultradent,Hilo Retractor Ultrapak Ultradent,,
301,KEEP,be9ceae0-9e7a-4ae6-aec7-ec0ca6e70e39,"Limas K-File M-Access, Maillefer.","Limas K-File M-Access, Maillefer.",Maillefer,e4a0a58e-7f39-48fb-88bf-ab3c35beeda3
301,MERGE,6e927d42-b39c-406e-98a7-55ef77aebca8,Limas K manuales M Access Maillefer,"Limas K-File M-Access, Maillefer.",Maillefer,
302,KEEP,6497255a-e350-4fcb-a373-86ef6d7892ca,Ácido Gel Fluorhídrico 10% Maquira,Ácido Gel Fluorhídrico 10% Maquira,Maquira,
302,MERGE,2e4e56f8-9a81-41aa-beaf-eccde47f15f2,Acido Fluorhídrico Gel 10% Maquira,Ácido Gel Fluorhídrico 10% Maquira,Maquira,
303,KEEP,48a6c8fb-660c-4e7b-b23a-83f1f35ee962,Vidrio Ionómero Chemfil – Dentsply,Vidrio Ionómero Chemfil – Dentsply,Dentsply Sirona,
303,MERGE,79befadf-f752-4a03-a8e5-88c08039a208,ChemFil Ionómero de Vidrio Restauración Dentsply,Vidrio Ionómero Chemfil – Dentsply,Dentsply Sirona,
304,KEEP,49f980be-7d98-4f30-a563-4025de040aa2,Adhesivo Z Prime Plus 4 ml – Bisco,Adhesivo Z Prime Plus 4 ml – Bisco,Bisco,
304,MERGE,0cae9831-cb0f-4ca4-bc8e-491ab5a9ea2d,Z-Prime Plus 4 ml Adhesivo para metales Bisco,Adhesivo Z Prime Plus 4 ml – Bisco,Bisco,
305,KEEP,1d304749-dc47-4cf4-abad-32f809d45a35,Resina Filtek Z350 XT Composite 3M,Resina Filtek Z350 XT Composite 3M,3M Solventum,
305,MERGE,ba868674-8ade-49dd-89e2-5d3fc4e75849,Composite Filtek Z350 XT Resina Emanel (Esmalte),Resina Filtek Z350 XT Composite 3M,,
305,MERGE,3b47e156-a0c0-416f-9bd1-452571832292,COMPOSITE FILTEK Z350 XT RESINA DENTINE,Resina Filtek Z350 XT Composite 3M,,
305,MERGE,55a7491b-666d-4ccb-9483-4325971fc6a1,Resina - Composite Filtek Z350 XT g 3M Solventum,Resina Filtek Z350 XT Composite 3M,3M Solventum,
306,KEEP,a0d5f4f1-b56f-4a82-af8a-3bb13caffc54,Turbina push TU-A1 Pro Appledental,Turbina push TU-A1 Pro Appledental,APPLE DENTAL,0ce764ed-7e71-4699-bba5-3a593c93a7c8
306,MERGE,0f19bd8c-5c4a-4bab-a39e-c97707126f2c,Turbina Dental Push TU-A1 Appledental,Turbina push TU-A1 Pro Appledental,Appledental,
306,MERGE,90cba610-d113-4d13-aaa4-8df8a433c4e8,Kit de Turbina push TU-A1 Pro + TU-A2 led Pro Appledental,Turbina push TU-A1 Pro Appledental,APPLE DENTAL,
307,KEEP,fbf5c799-2f8c-4d5b-9ccb-a08f5e565b93,"Retractor C adulto x 2, Indusbello","Retractor C adulto x 2, Indusbello",Indusbello,1c12aa72-c677-4afa-b331-5b89bcffb6c9
307,MERGE,cea388f3-d491-4820-90c9-54678416bb98,Retractor de Labios C Transparente Adulto x2 Indusbello,"Retractor C adulto x 2, Indusbello",Indusbello,1c12aa72-c677-4afa-b331-5b89bcffb6c9
308,KEEP,1b54bae6-78b3-4386-a25e-0f4ca297685f,Opallis Flow A1 Jeringa Refill 2 G,Opallis Flow A1 Jeringa Refill 2 G,FGM,
308,MERGE,b03223e4-eed7-4ee2-888b-10d7f077fdda,Opallis Flow A2 Jeringa Refill 2 G,Opallis Flow A1 Jeringa Refill 2 G,FGM,
309,KEEP,44754e07-8764-442d-a8ad-89ff8fc9c4ac,Punta para Jeringa Triple Metálica,Punta para Jeringa Triple Metálica,Genérico,
309,MERGE,cdda51f4-49df-4af8-9073-5b613ad78e1d,RV021.1 Punta de jeringa triple metálica,Punta para Jeringa Triple Metálica,,
310,KEEP,98828878-d55b-41ef-8608-3ebb8bc23d5d,Silicona por Adición Panasil Light,Silicona por Adición Panasil Light,Kettenbach,
310,MERGE,ca46ce2a-4b1a-4d05-9cc8-0fa031912ef0,Silicona por Adición Panasil X-Light,Silicona por Adición Panasil Light,Kettenbach,
311,KEEP,d1227884-dbfa-4b9c-9845-09048e433436,Jacquette 30/33 Anterior Hu-friedy,Jacquette 30/33 Anterior Hu-friedy,,1c12aa72-c677-4afa-b331-5b89bcffb6c9
311,MERGE,4b940151-b53a-4acd-a5a5-05618c6932b1,Jacquette Hu Friedy 30/33 Mgo.6 Anterior,Jacquette 30/33 Anterior Hu-friedy,,
312,KEEP,db3378a0-278b-4e02-8fc3-2a5520540c72,Alginato Orthoprint 500 g Zhermack,Alginato Orthoprint 500 g Zhermack,Zhermack,
312,MERGE,7161e418-5b55-4896-9759-a16d9564ada2,"Alginato Orthoprint 500grs, Zhermack",Alginato Orthoprint 500 g Zhermack,,
313,KEEP,b4ed617e-946b-443a-ab4d-0882b178e123,Paño Campo Perforado Estéril 40×40,Paño Campo Perforado Estéril 40×40,,
313,MERGE,91ee4b8d-6023-4672-840f-634f224f62d7,PAÑO CAMPO PERFORADO ESTERIL 40  X 40,Paño Campo Perforado Estéril 40×40,,
314,KEEP,9f0ea0bb-fae9-478a-8304-1718b63050d2,Cureta Hu Friedy Gracey 3/4 Mgo.6R,Cureta Hu Friedy Gracey 3/4 Mgo.6R,,
314,MERGE,8781082b-181b-412a-bb30-d4f9708f7211,Cureta Hu Friedy Mini Five 3/4 Mgo.6R,Cureta Hu Friedy Gracey 3/4 Mgo.6R,,
315,KEEP,fac06f55-8821-42c8-9864-96073db13c65,Composite Filtek Z250 3M Solventum,Composite Filtek Z250 3M Solventum,3M Solventum,
315,MERGE,1d5dccaa-2bbf-4aea-a437-bd6306326724,Composite Filtek Z250 (Resina) – 3M ESPE,Composite Filtek Z250 3M Solventum,,
316,KEEP,3f6d975b-37b2-4389-a1fd-1eede3952dea,Bata Paciente Tela SMS Adulto Azul,Bata Paciente Tela SMS Adulto Azul,,
316,MERGE,29cdae90-c0e2-4979-9dc5-c7ccefad6ad3,Pack Bata Paciente Tela Sms Adulto Azul 10 Un.,Bata Paciente Tela SMS Adulto Azul,,
317,KEEP,01b05249-4551-4896-8844-92df90d70ad1,Guantes De Látex Talla M Top Glove,Guantes De Látex Talla M Top Glove,,
317,MERGE,1339f39f-9132-40eb-b9e5-973a25f8db3a,Guantes De Látex Talla XS Top Glove,Guantes De Látex Talla M Top Glove,,
318,KEEP,3154cee4-e071-46ec-a198-19d1c1e17596,Pasta Dental Caristop 2500ppm 100g,Pasta Dental Caristop 2500ppm 100g,,
318,MERGE,fd8ac079-4fc4-40a6-9aa7-c3a5cdbdc049,Pasta Dental Caristop Sensitive 2500ppm 100gr,Pasta Dental Caristop 2500ppm 100g,,
319,KEEP,9ac797e9-dcaa-4dbe-94f1-f519b2974639,Resina VITTRA UNIQUE MONOCROMATICA,Resina VITTRA UNIQUE MONOCROMATICA,FGM,
319,MERGE,8d29612b-523d-479e-8c2b-01d354340730,Resina VITTRA UNIQUE FLOW MONOCROMATICA,Resina VITTRA UNIQUE MONOCROMATICA,FGM,
320,KEEP,08a5be7b-c751-4c8d-b87d-39e417a99636,ARTFiller Lips <br>2 jeringas 1 ml,ARTFiller Lips <br>2 jeringas 1 ml,Fillmed,8b54e511-b1da-4281-b37b-182395ad0772
320,MERGE,d07e96ab-e8b1-4d12-b3e0-ca367de0ee4e,"ARTFiller Volume<br>2 jeringas 1,2 ml",ARTFiller Lips <br>2 jeringas 1 ml,Fillmed,8b54e511-b1da-4281-b37b-182395ad0772
320,MERGE,ca6cedcc-8e3b-47fa-be28-895dd8d090ae,"ARTFiller Universal<br>2 jeringas 1,2 ml",ARTFiller Lips <br>2 jeringas 1 ml,Fillmed,8b54e511-b1da-4281-b37b-182395ad0772
320,MERGE,b23d3420-f4ad-4bb9-a7d4-5c1a5b0f7195,ARTFiller Lips Soft <br>1 jeringa 1 ml,ARTFiller Lips <br>2 jeringas 1 ml,Fillmed,8b54e511-b1da-4281-b37b-182395ad0772
321,KEEP,baa02158-c043-4ad9-9be7-a0dcf88b54da,Adaptador de turbina midwest/borden,Adaptador de turbina midwest/borden,Eksa Dental,
321,MERGE,8c7669fb-d2b0-4b05-9855-2165b1df9074,Adaptador de Turbina Borden-Midwest,Adaptador de turbina midwest/borden,,
321,MERGE,6b7bab02-562c-49f3-a1aa-56fadec975f7,Adaptador de Turbina Borden a Sillon Midwest,Adaptador de turbina midwest/borden,Eksa Dental,
321,MERGE,9cb15c4c-9b37-4065-8382-6e2302107a91,Adaptador de Turbina Midwest-Borden,Adaptador de turbina midwest/borden,,
321,MERGE,0d9b99c0-37cc-422d-899e-a3b28c8d6e46,Adaptador de Turbina Midwest a sillon Borden,Adaptador de turbina midwest/borden,Eksa Dental,
322,KEEP,7a4581d5-6074-4b6d-bb46-1dd6c008430d,Jacquette 31/32 Posterior Hu-Friedy,Jacquette 31/32 Posterior Hu-Friedy,,1c12aa72-c677-4afa-b331-5b89bcffb6c9
322,MERGE,f3b5efba-35c2-4a16-87aa-952b8581398b,Jacquette Hu Friedy 31/32 Mgo. 6 Posterior,Jacquette 31/32 Posterior Hu-Friedy,,
323,KEEP,e8de9f6c-187f-40bd-8b03-6a4a969e6577,Pasta dental White 80 gr – Oraldent,Pasta dental White 80 gr – Oraldent,,
323,MERGE,241c1c88-3395-4f3c-8aff-863d269aea0d,Pasta dental Sensitive 80 gr – Oraldent,Pasta dental White 80 gr – Oraldent,,
324,KEEP,d82f809e-f52a-4b75-984b-2f640b46e3d6,Unidad de Diagnóstico Mural Riester,Unidad de Diagnóstico Mural Riester,,1c12aa72-c677-4afa-b331-5b89bcffb6c9
